EntrezGene ID,HGNC symbol
115024,NT5C3B
25870,SUMF2
6565,SLC15A2
80863,PRRT1
100507547,PRRT1
55853,IDI2-AS1
5557,PRIM1
10665,C6orf10
254887,ZDHHC23
338872,C1QTNF9
387911,C1QTNF9B
201164,PLD6
3070,HELLS
100506469,TMEM147-AS1
25851,TECPR1
56965,PARP6
154442,BVES-AS1
7083,TK1
101927900,LINC01477
80763,SPX
57092,PCNP
84569,LYZL1
23421,ITGB3BP
23560,GTPBP4
254531,LPCAT4
6444,SGCD
89941,RHOT2
27067,STAU2
10795,ZNF268
2693,GHSR
338674,OR5F1
101927492,
55196,KIAA1551
4728,NDUFS8
390502,SERPINA2
100128675,HPN-AS1
6925,TCF4
167838,TXLNB
144404,TMEM120B
9618,TRAF4
22926,ATF6
57553,MICAL3
166824,RASSF6
5787,PTPRB
91752,ZNF804A
7103,TSPAN8
283514,SIAH3
225689,MAPK15
400612,
221178,
55317,AP5S1
55586,MIOX
84699,CREB3L3
51696,HECA
84083,ZRANB3
23620,NTSR2
26249,KLHL3
100506564,THEGL
83867,TTTY12
8436,SDPR
245939,DEFB128
100996570,NFIA-AS2
92340,PRR29
7461,CLIP2
54535,CCHCR1
25988,HINFP
1009,CDH11
8462,KLF11
147837,ZNF563
2022,ENG
372,ARCN1
57047,PLSCR2
6419,SETMAR
57703,CWC22
399473,SPRED3
4436,MSH2
735,C9
3805,KIR2DL4
58475,MS4A7
728945,PPIAL4F
101928014,
26716,OR2H1
84432,PROK1
8743,TNFSF10
85407,NKD1
85378,TUBGCP6
84245,MRI1
51252,FAM178B
5590,PRKCZ
7827,NPHS2
740,MRPL49
7047,TGM4
4017,LOXL2
641339,ZNF674
101928241,
2297,FOXD1
146225,CMTM2
285659,OR2V2
3158,HMGCS2
387787,LIPT2
100287792,
56033,BARX1
388428,AATK-AS1
51195,RAPGEFL1
101929478,LINGO1-AS2
55593,OTUD5
729020,RPEL1
4863,NPAT
102724593,
23381,SMG5
8301,PICALM
6403,SELP
1663,DDX11
7757,ZNF208
84771,DDX11L1
727856,DDX11L1
100287102,DDX11L1
100287596,DDX11L1
286828,CSN1S2AP
253152,EPHX4
100506937,
7783,ZP2
79501,OR4F5
5655,KLK10
388931,MFSD2B
2980,GUCA2A
3430,IFI35
132851,SPATA4
388336,SHISA6
1833,EPYC
9625,AATK
8826,IQGAP1
28974,C19orf53
2681,GGTA1P
101927798,
27202,C5AR2
26151,NAT9
57693,ZNF317
25903,OLFML2B
83886,PRSS27
217,ALDH2
11081,KERA
221188,GPR114
55894,DEFB103B
414325,DEFB103B
266917,
144776,LINC00410
100293534,C4B_2
10554,AGPAT1
58492,ZNF77
622,BDH1
5021,OXTR
11118,BTN3A2
7341,SUMO1
101927946,
29775,CARD10
90459,ERI1
3809,KIR2DS4
9376,SLC22A8
7733,ZNF180
5152,PDE9A
4850,CNOT4
101927964,
26330,GAPDHS
8650,NUMB
101928143,NUMB
203062,TSNARE1
3811,KIR3DL1
23500,DAAM2
23098,SARM1
3305,HSPA1L
200958,MUC20
346288,SEPT14
124401,ANKS3
79054,TRPM8
84072,HORMAD1
5216,PFN1
158835,AWAT2
8338,HIST2H2AC
101928333,
51705,EMCN
2962,GTF2F1
143187,VTI1A
401237,CASC15
65979,PHACTR4
6093,ROCK1
29957,SLC25A24
64793,CEP85
285051,C2orf61
148789,B3GALNT2
55154,MSTO1
6731,SRP72
56134,PCDHAC2
10847,SRCAP
100862671,SRCAP
4340,MOG
11149,BVES
89848,FCHSD1
3759,KCNJ2
2339,FNTA
5816,PVALB
400617,KCNJ2-AS1
79691,QTRTD1
11005,SPINK5
440275,EIF2AK4
64109,CRLF2
729288,ZNF286B
284459,HKR1
55573,CDV3
643711,
143941,TTC36
102724596,
3646,EIF3E
1742,DLG4
8499,PPFIA2
102724316,SVIL-AS1
30849,PIK3R4
81786,TRIM7
5729,PTGDR
352999,C6orf58
150864,FAM117B
81794,ADAMTS10
10714,POLD3
56905,C15orf39
10554,AGPAT1
55022,PID1
10859,LILRB1
2691,GHRH
10278,EFS
27347,STK39
102723167,MIR133A1HG
113730,KLHDC7B
643160,CYMP
375748,ERCC6L2
644186,SYCE3
8731,RNMT
1583,CYP11A1
9104,RGN
6192,RPS4Y1
4439,MSH5
140881,DEFB129
3066,HDAC2
254272,TBC1D28
645811,CCDC154
100874031,AGBL5-AS1
1178,CLC
51622,CCZ1
6932,TCF7
338799,LINC01089
101927929,
920,CD4
7728,ZNF175
85476,GFM1
9247,GCM2
441273,SPDYE2
2862,MLNR
3183,HNRNPC
5690,PSMB2
51686,OAZ3
100506126,LINC00867
414760,HCG14
285095,
5874,RAB27B
102723885,
8630,HSD17B6
388948,LINC01118
5031,P2RY6
101927289,LINC01237
647135,SRGAP2B
2918,GRM8
113612,CYP2U1
11034,DSTN
8000,PSCA
1622,DBI
6992,PPP1R11
4023,LPL
282969,FUOM
23030,KDM4B
9378,NRXN1
10057,ABCC5
51805,COQ3
10987,COPS5
103752586,BIRC6-AS2
7405,UVRAG
401036,ASB18
23339,VPS39
317,APAF1
10471,PFDN6
2637,GBX2
8867,SYNJ1
257313,UTS2B
124739,USP43
3809,KIR2DS4
93107,KCNG4
441369,
9325,TRIP4
57412,AS3MT
9261,MAPKAPK2
390154,OR5T3
9684,LRRC14
171023,ASXL1
5167,ENPP1
50626,CYHR1
3805,KIR2DL4
9801,MRPL19
64850,ETNPPL
221711,SYCP2L
10537,UBD
9170,LPAR2
6717,SRI
147645,VSIG10L
55055,ZWILCH
84614,ZBTB37
8629,JRK
602,BCL3
100506046,GAS5-AS1
10451,VAV3
23012,STK38L
3371,TNC
9527,GOSR1
64776,C11orf1
391123,VSIG8
8161,COIL
84727,SPSB2
130162,CLHC1
1810,DR1
158046,NXNL2
1438,CSF2RA
440602,
121456,SLC9A7P1
3945,LDHB
100134259,LINC01119
92737,DNER
10806,SDCCAG8
1942,EFNA1
23108,RAP1GAP2
55296,TBC1D19
8989,TRPA1
9725,TMEM63A
6890,TAP1
6542,SLC7A2
8575,PRKRA
211,ALAS1
4050,LTB
101927926,
8994,LIMD1
114791,TUBGCP5
353131,LCE1A
57542,KLHL42
677766,SCARNA2
388403,YPEL2
51389,RWDD1
11273,ATXN2L
84502,JPH4
91526,ANKRD44
149297,FAM78B
9690,UBE3C
145501,ISM2
100499405,LINC00987
347862,PDDC1
53905,DUOX1
101927873,LINC01508
401124,DTHD1
645166,
100996732,
100996735,
84447,SYVN1
91893,FDXACB1
22882,ZHX2
8549,LGR5
284865,
195814,SDR16C5
138065,RNF183
225,ABCD2
164312,LRRN4
5739,PTGIR
159963,SLC5A12
245802,MS4A6E
11010,GLIPR1
3,A2MP1
3736,KCNA1
83650,SLC35G5
646000,SLC35G5
25998,IBTK
10590,SCGN
170689,ADAMTS15
6407,SEMG2
10817,FRS3
3800,KIF5C
84536,LINC01547
448835,LCE6A
55754,TMEM30A
91452,ACBD5
4184,SMCP
51200,CPA4
5621,PRNP
81855,SFXN3
347688,TUBB8
283848,CES4A
25902,MTHFD1L
10382,TUBB4A
26269,FBXO8
60509,AGBL5
729201,SPACA5B
56833,SLAMF8
283316,CD163L1
2867,FFAR2
10554,AGPAT1
10233,LRRC23
6862,T
282890,ZNF311
286530,P2RY8
388722,C1orf53
200014,CC2D1B
390155,OR5T1
553103,
401474,SAMD12
26220,DGCR5
139818,DOCK11
10000,AKT3
219469,OR8H1
55175,KLHL11
101929331,
7444,VRK2
151313,FAHD2B
79796,ALG9
58506,SCAF1
6358,CCL14
286,ANK1
169714,QSOX2
9118,INA
238,ALK
2027,ENO3
284680,C1orf111
283171,C11orf44
9437,NCR1
323,APBB2
101929595,
83550,GPR101
2224,FDPS
342125,TMC3
54873,PALMD
9142,TMEM257
342933,ZSCAN5B
7262,PHLDA2
151011,SEPT10
10120,ACTR1B
646892,SH2D7
2065,ERBB3
1616,DAXX
399814,C10orf120
103611081,
10148,EBI3
101929696,
83891,SNX25
100133920,
55664,CDC37L1
4821,NKX2-2
22994,CEP131
91614,DEPDC7
414760,HCG14
138046,RALYL
10890,RAB10
10286,BCAS2
197320,ZNF778
84220,RGPD5
285190,RGPD5
727851,RGPD5
729540,RGPD5
340591,CA5BP1
2028,ENPEP
6257,RXRB
54058,C21orf58
80177,MYCT1
6487,ST3GAL3
2953,GSTT2B
653689,GSTT2B
154197,PNLDC1
100874173,LINC00443
25787,DGCR9
100533177,KRTAP29-1
414760,HCG14
127253,TYW3
440503,PLIN5
84629,TNRC18
54514,DDX4
3776,KCNK2
100874090,SLC6A1-AS1
10430,TMEM147
267020,ATP5L2
257240,KLHL34
404770,SPATA31B1P
6529,SLC6A1
100509620,
83897,KRTAP3-2
8433,UTF1
3805,KIR2DL4
146664,MGAT5B
27285,TEKT2
23036,ZNF292
27197,GPR82
130497,OSR1
4015,LOX
101929237,
94104,PAXBP1
1982,EIF4G2
101927528,LINC01204
6873,TAF2
8476,CDC42BPA
157310,PEBP4
58496,LY6G5B
79084,WDR77
440823,MIAT
5995,RGR
144481,SOCS2-AS1
5956,OPN1LW
101929153,
22976,PAXIP1
5585,PKN1
619279,ZNF704
6583,SLC22A4
6774,STAT3
80034,CSRNP3
56145,PCDHA3
730338,
145820,LINC00924
55839,CENPN
56658,TRIM39
202658,TRIM39
27238,GPKOW
6536,SLC6A9
55054,ATG16L1
151325,MYADML
9752,PCDHA9
101928085,ERICH6-AS1
101930452,
353288,KRT26
23615,PYY2
387680,FAM21A
100507521,
30061,SLC40A1
100505619,LINC00919
10553,HTATIP2
6359,CCL15
27287,VENTX
8795,TNFRSF10B
339541,C1orf228
116983,ACAP3
83896,KRTAP3-1
728464,METTL24
100128338,FAM83H-AS1
131831,ERICH6
5158,PDE6B
1814,DRD3
22866,CNKSR2
201477,DLGAP1-AS3
64419,MTMR14
79031,PDCL3
729739,
85406,DNAJC14
285220,EPHA6
84203,TXNDC2
1388,ATF6B
119032,C10orf32
26063,DECR2
100131439,CD300LD
414059,TBC1D3I
102724862,TBC1D3I
56146,PCDHA2
10149,GPR64
101927207,
102467079,
2967,GTF2H3
27090,ST6GALNAC4
400960,PCBP1-AS1
64105,CENPK
64761,PARP12
3249,HPN
256691,MAMDC2
5245,PHB
101929159,
8835,SOCS2
7014,TERF2
51362,CDC40
284439,SLC25A42
26258,BLOC1S6
64386,MMP25
9656,MDC1
23063,WAPAL
83895,KRTAP1-5
3177,SLC29A2
140456,ASB11
101928381,
4842,NOS1
6648,SOD2
100129518,SOD2
256126,SYCE2
7283,TUBG1
6764,ST5
282890,ZNF311
50837,TAS2R7
1174,AP1S1
51455,REV1
57633,LRRN1
5213,PFKM
3587,IL10RA
8726,EED
113179,ADAT3
7932,OR2H2
27125,AFF4
83636,C19orf12
342945,ZSCAN22
60485,SAV1
4645,MYO5B
26206,SPAG8
92558,CCDC64
1593,CYP27A1
135644,TRIM40
55553,SOX6
2639,GCDH
113178,SCAMP4
197003,
285440,CYP4V2
23274,CLEC16A
1808,DPYSL2
11022,TDRKH
64208,POPDC3
23259,DDHD2
515,ATP5F1
441869,ANKRD65
5265,SERPINA1
2872,MKNK2
9369,NRXN3
79839,CCDC102B
399670,RPL13AP17
222967,RSPH10B
9898,UBAP2L
729603,
100271873,AIRN
151354,FAM84A
5885,RAD21
9647,PPM1F
503538,A1BG-AS1
201799,TMEM154
152065,C3orf22
3122,HLA-DRA
100130480,LINC01387
100506365,OTUD6B-AS1
166012,CHST13
387267,KRTAP5-4
55615,PRR5
3812,KIR3DL2
64184,EDDM3B
643770,
3107,HLA-C
5047,PAEP
79587,CARS2
94120,SYTL3
101929591,KIZ-AS1
80742,PRR3
86,ACTL6A
126308,MOB3A
93426,SYCE1
147409,DSG4
9870,AREL1
2317,FLNB
130752,MDH1B
23595,ORC3
11183,MAP4K5
4055,LTBR
4610,MYCL
3329,HSPD1
80036,TRPM3
256369,LINC00521
4218,RAB8A
170850,KCNG3
1429,CRYZ
6010,RHO
56139,PCDHA10
4060,LUM
728978,UNC5B-AS1
26064,RAI14
100188893,TOMM6
3139,HLA-L
1258,CNGB1
128674,PROKR2
84528,RHOXF2
727940,RHOXF2
5283,PIGH
80724,ACAD10
449491,DEFA8P
9515,STXBP5L
27098,CLUL1
29964,PRICKLE4
100506866,TTN-AS1
101927055,TTN-AS1
23532,PRAME
101927339,
154075,SAMD3
441168,FAM26F
23394,ADNP
10169,SERF2
158801,NKAPP1
54708,MARCH5
26952,SMR3A
3075,CFH
100128770,
8551,INE2
101927547,ANKRD44-IT1
202865,C7orf33
101927596,
100093631,
286094,
6257,RXRB
146894,CD300LG
6888,TALDO1
7621,ZNF70
100874275,LINC01216
8861,LDB1
11343,MGLL
138716,RPP25L
7918,GPANK1
2281,FKBP1B
8537,BCAS1
3812,KIR3DL2
29802,VPREB3
548644,POLR2J3
102724187,POLR2J3
7555,CNBP
57619,SHROOM3
51066,SSUH2
51297,BPIFA1
158747,MOSPD2
83450,LRRC48
158800,RHOXF1
5868,RAB5A
7177,TPSAB1
7003,TEAD1
1307,COL16A1
5476,CTSA
340340,
80131,LRRC8E
84324,SARNP
245812,CNPY4
54985,HCFC1R1
10413,YAP1
196374,KRT78
255967,PAN3
1690,COCH
9277,WDR46
100506060,SMG1P7
3818,KLKB1
81928,CABLES2
93145,OLFM2
161145,TMEM229B
2857,GPR34
26289,AK5
169792,GLIS3
84698,CAPS2
3283,HSD3B1
449492,DEFA9P
100505592,LINC01540
7366,UGT2B15
58496,LY6G5B
100507487,
9475,ROCK2
101929019,
114783,LMTK3
10158,PDZK1IP1
585,BBS4
100885848,PTGES3L
3005,H1F0
9229,DLGAP1
22909,FAN1
9340,GLP2R
645513,
55005,RMND1
10255,HCG9
11155,LDB3
5241,PGR
54830,NUP62CL
83541,FAM110A
56108,PCDHGA7
91734,IDI2
100996342,
4636,MYL5
56,ACRV1
104355137,LINC01072
84279,PRADC1
339290,LINC00667
81545,FBXO38
100170229,SRRM5
285489,DOK7
401478,
6584,SLC22A5
3764,KCNJ8
440600,
5988,RFPL1
203102,ADAM32
120103,SLC36A4
124817,CNTD1
727940,RHOXF2B
129787,TMEM18
115207,KCTD12
64783,RBM15
81606,LBH
55929,DMAP1
2625,GATA3
80352,RNF39
4050,LTB
390245,KDM4E
11326,VSIG4
55180,LINS
90355,C5orf30
51289,RXFP3
56937,PMEPA1
57120,GOPC
4330,MN1
149998,LIPI
147495,APCDD1
84687,PPP1R9B
641516,
390010,NKX1-2
128866,CHMP4B
646817,SETSIP
285362,SUMF1
4176,MCM7
146722,CD300LF
104355287,LINC01317
90268,OTULIN
170954,PPP1R18
5160,PDHA1
203190,LGI3
122553,TRAPPC6B
29093,MRPL22
147968,CAPN12
56052,ALG1
8204,NRIP1
100652853,LINC01023
23078,VWA8
197257,LDHD
9260,PDLIM7
27185,DISC1
10892,MALT1
57128,LYRM4
3744,KCNA10
102724814,
58513,EPS15L1
25959,KANK2
26494,OR8G1
338002,LINC00524
22905,EPN2
9081,PRY
100509646,PRY
8892,EIF2B2
143872,ARHGAP42
402569,KPNA7
414765,HCG25
29087,THYN1
132243,H1FOO
9143,SYNGR3
100507065,
440021,KRTAP5-2
130026,ICA1L
79544,OR4K1
9710,KIAA0355
387266,KRTAP5-3
5718,PSMD12
201176,ARHGAP27
5805,PTS
57037,ANKMY2
57827,C6orf47
23097,CDK19
7504,XK
387644,LINC00202-1
441519,CT45A8
441520,CT45A8
541465,CT45A8
116511,MAS1L
9032,TM4SF5
9863,MAGI2
79738,BBS10
79969,ATAT1
8572,PDLIM4
101929164,
58158,NEUROD4
3429,IFI27
338651,KRTAP5-AS1
6205,RPS11
1601,DAB2
101926921,DAB2
220070,SHANK2-AS3
4588,MUC6
100874198,SHANK2-AS1
201232,SLC16A13
6921,TCEB1
101927031,
81833,SPACA1
101929144,
1852,DUSP9
7936,NELFE
56912,IFT46
10591,DNPH1
84957,RELT
387264,KRTAP5-1
5076,PAX2
2251,FGF6
1203,CLN5
6891,TAP2
5578,PRKCA
101926955,
94122,SYTL5
83755,KRTAP4-12
80150,ASRGL1
56101,PCDHGB5
220134,SKA1
162968,ZNF497
101927948,
102724163,
56113,PCDHGA2
349633,PLET1
4117,MAK
219865,OR8G5
3617,IMPG1
126298,IRGQ
55922,NKRF
114971,PTPMT1
963,CD53
155465,AGR3
84658,EMR3
100131366,LINC00605
7259,TSPYL1
100505504,
54510,PCDH18
3460,IFNGR2
389136,VGLL3
100652739,RAET1E-AS1
1236,CCR7
150368,FAM109B
84033,OBSCN
441639,OR9K2
130013,ACMSD
4951,OCM2
5304,PIP
25891,PAMR1
54431,DNAJC10
494188,FBXO47
50836,TAS2R8
83732,RIOK1
3119,HLA-DQB1
1432,MAPK14
84075,FSCB
2869,GRK5
64965,MRPS9
54328,GPR173
79912,PYROXD1
2794,GNL1
1728,NQO1
85479,DNAJC5B
85453,TSPYL5
219990,OOSP2
50835,TAS2R9
10312,TCIRG1
5460,POU5F1
5350,PLN
205428,C3orf58
100506527,LINC01007
120775,OR2D3
102723617,
135250,RAET1E
347487,CXorf66
5144,PDE4D
4589,MUC7
89792,GAL3ST3
100526761,CCDC169-SOHLH2
728255,KRTAP1-4
26190,FBXW2
153443,SRFBP1
7515,XRCC1
6293,VPS52
79170,PRR15L
50999,TMED5
158584,FAAH2
150223,YDJC
1006,CDH8
598,BCL2L1
552860,SAMD12-AS1
64116,SLC39A8
81850,KRTAP1-3
100499171,LINC00276
29911,HOOK2
1421,CRYGD
50649,ARHGEF4
101930241,ARHGEF4
55163,PNPO
150962,PUS10
197135,PATL2
3785,KCNQ2
7421,VDR
2584,GALK1
55033,FKBP14
23409,SIRT4
10956,OS9
9373,PLAA
7216,TRO
286676,ILDR1
1571,CYP2E1
6631,SNRPC
23467,NPTXR
92400,RBM18
55253,TYW1
127074,OR2T4
152137,CCDC50
26224,FBXL3
10538,BATF
7837,PXDN
129831,RBM45
10917,BTNL3
778,CACNA1F
6654,SOS1
140460,ASB7
27173,SLC39A1
118924,FRA10AC1
5522,PPP2R2C
23682,RAB38
103091865,BRWD1-AS2
904,CCNT1
28981,IFT81
8970,HIST1H2BJ
317772,HIST2H2AB
4277,MICB
342035,GLDN
4666,NACA
100874093,BRWD1-AS1
23191,CYFIP1
51027,BOLA1
102723701,
100885850,PTGES3L-AARSD1
100874122,FRMPD3-AS1
374308,PTCHD3
130075,OR9A4
80069,LINC00574
90488,TMEM263
51390,AIG1
101927360,LINC01103
5469,MED1
51676,ASB2
55236,UBA6
116844,LRG1
9242,MSC
79885,HDAC11
57217,TTC7A
4356,MPP3
161931,ADAD2
100506827,
100132891,
3459,IFNGR1
1440,CSF3
155368,WBSCR27
4739,NEDD9
206358,SLC36A1
554,AVPR2
121457,IKBIP
7301,TYRO3
9915,ARNT2
283971,CLEC18A
348174,CLEC18A
66004,LYNX1
54967,CT55
4902,NRTN
2132,EXT2
80310,PDGFD
57475,PLEKHH1
84443,FRMPD3
101735302,STAG3L5P
283807,FBXL22
84439,HHIPL1
5468,PPARG
2782,GNB1
6992,PPP1R11
8898,MTMR2
63924,CIDEC
84061,MAGT1
1159,CKMT1B
92659,MAFG-AS1
84146,ZNF644
3918,LAMC2
7773,ZNF230
56955,MEPE
145216,LINC00637
126014,OSCAR
2629,GBA
27291,R3HCC1L
151649,PP2D1
85415,RHPN2
391104,VHLL
10875,FGL2
11040,PIM2
6314,ATXN7
2786,GNG4
341405,ANKRD33
3804,KIR2DL3
440248,HERC2P9
401024,FSIP2
199953,TMEM201
3074,HEXB
400793,C1orf226
57639,CCDC146
150135,LINC00479
150568,LINC01102
9951,HS3ST4
101928790,PEX5L-AS2
5860,QDPR
9942,XYLB
100507277,
101927599,ZNF529-AS1
346157,ZNF391
29777,ABT1
6285,S100B
388610,TRNP1
9722,NOS1AP
79685,SAP30L
205,AK4
100507855,AK4
9810,RNF40
79139,DERL1
57716,PRX
6934,TCF7L2
145270,PRIMA1
51151,SLC45A2
123103,KLHL33
2885,GRB2
401288,LINC00242
51329,ARL6IP4
101927377,
401258,RAB44
286187,PPP1R42
9814,SFI1
7922,SLC39A7
80045,GPR157
11024,LILRA1
55273,TMEM100
414301,DDI1
220929,ZNF438
3952,LEP
283598,C14orf177
9123,SLC16A3
163742,SLC25A3P1
55971,BAIAP2L1
55738,ARFGAP1
386617,KCTD8
677784,
64319,FBRS
91464,ISX
128344,PIFO
4318,MMP9
10107,TRIM10
92597,MOB1B
26692,OR2W1
11107,PRDM5
79165,LENG1
101928583,
124975,GGT6
101928733,
26578,OSTF1
136991,ASZ1
56925,LXN
440104,TMEM198B
51077,FCF1
91300,R3HDM4
8972,MGAM
6910,TBX5
4345,CD200
5226,PGD
85446,ZFHX2
253573,
4849,CNOT3
221400,TDRD6
442194,OR10C1
629,CFB
644945,KRT16P3
254102,EHBP1L1
81696,OR5V1
8454,CUL1
1404,HAPLN1
100533177,KRTAP29-1
91050,CCDC149
284697,BTBD8
101927358,
50509,COL5A3
607,BCL9
375056,MIA3
121391,KRT74
1675,CFD
54540,FAM193B
1,A1BG
57403,RAB22A
10549,PRDX4
100505635,
124056,NOXO1
100505616,SNHG21
80864,EGFL8
80864,EGFL8
83538,TTC25
30845,EHD3
9349,RPL23
94235,GNG8
79991,OBFC1
25873,RPL36
101927815,
254228,FAM26E
119391,GSTO2
5433,POLR2D
5506,PPP1R3A
6389,SDHA
10360,NPM3
26531,OR11A1
100132285,KIR2DP1
252995,FNDC5
57709,SLC7A14
84218,TBC1D3F
22929,SEPHS1
116254,GINM1
84911,ZNF382
2296,FOXC1
26529,OR12D2
729970,
3105,HLA-A
644150,WIPF3
433,ASGR2
2660,MSTN
81797,OR12D3
3804,KIR2DL3
645142,PPIAL4E
728945,PPIAL4E
730262,PPIAL4E
100129543,ZNF730
100506736,SLFN12L
11163,NUDT4
103689912,TBX2-AS1
89870,TRIM15
6369,CCL24
10584,COLEC10
7430,EZR
1609,DGKQ
29992,PILRA
6713,SQLE
25798,BRI3
7130,TNFAIP6
56302,TRPV5
11062,DUS4L
100132174,
144817,LINC00330
27153,ZNF777
84455,EFCAB7
7941,PLA2G7
4340,MOG
81578,COL21A1
1893,ECM1
134728,IRAK1BP1
57379,AICDA
4146,MATN1
81796,SLCO5A1
101927513,
7762,ZNF215
3713,IVL
27434,POLM
10900,RUNDC3A
221476,PI16
101927988,LINC01527
3118,HLA-DQA2
163778,SPRR4
7556,ZNF10
2990,GUSB
81887,LAS1L
26038,CHD5
131873,COL6A6
221301,FAM26D
100505753,KRTAP16-1
100129196,MATN1-AS1
10665,C6orf10
83592,AKR1E2
2052,EPHX1
51555,PEX5L
388611,CD164L2
124540,MSI2
285834,HCG22
901,CCNG2
399827,LINC01164
22943,DKK1
162427,FAM134C
25807,RHBDD3
55696,RBM22
124446,TMEM219
55040,EPN3
55222,LRRC20
115708,TRMT61A
118663,BTBD16
112703,FAM71E1
266743,NPAS4
147798,TMC4
55179,FAIM
57798,GATAD1
81550,TDRD3
339529,
9805,SCRN1
54606,DDX56
54937,SOHLH2
30816,ERVW-1
27335,EIF3K
283860,LINC00304
2109,ETFB
151647,FAM19A4
10521,DDX17
55164,SHQ1
342184,FMN1
9703,KIAA0100
6184,RPN1
4884,NPTX1
10472,ZBTB18
285419,LINC01091
1719,DHFR
81851,KRTAP1-1
23385,NCSTN
56109,PCDHGA6
125875,CLDND2
440356,CDIPT-AS1
22997,IGSF9B
27430,MAT2B
79781,IQCA1
56103,PCDHGB2
619207,
126006,PCP2
84281,C2orf88
10079,ATP9A
2986,GUCY2F
101928628,
23641,LDOC1
101928165,CASC17
83902,KRTAP17-1
92342,METTL18
4212,MEIS2
29980,DONSON
64663,SPANXC
117157,SH2D1B
366,AQP9
219981,OR5A2
5863,RGL2
79161,TMEM243
104797536,LINC01402
101927438,
81872,KRTAP2-1
5010,CLDN11
401337,LINC01446
10912,GADD45G
59274,MESDC1
1844,DUSP2
5203,PFDN4
100507629,LINC00658
84842,HPDL
80153,EDC3
219982,OR5A1
102724560,CBS
84376,HOOK3
400958,
104533120,TRIM31-AS1
255488,RNF144B
100874114,CCDC13-AS1
6337,SCNN1A
501,ALDH7A1
339324,ZNF260
79730,NSUN7
145864,HAPLN3
7458,EIF4H
340168,DPPA5
63971,KIF13A
101927931,LINC01480
389114,ZNF662
101927196,
23037,PDZD2
123722,FSD2
116337,PANX3
984,CDK11B
2806,GOT2
677,ZFP36L1
101927631,ADNP-AS1
729230,CCR2
10565,ARFGEF1
64146,PDF
6603,SMARCD2
6401,SELE
51188,SS18L2
57002,YAE1D1
36,ACADSB
79788,ZNF665
55119,PRPF38B
10929,SRSF8
9971,NR1H4
84501,SPIRE2
23241,PACS2
92745,SLC38A5
6892,TAPBP
53335,BCL11A
5496,PPM1G
101927718,DSG1-AS1
9060,PAPSS2
487,ATP2A1
7050,TGIF1
57508,INTS2
80714,PBX4
6440,SFTPC
440556,LINC00982
5979,RET
7124,TNF
84941,HSH2D
11344,TWF2
2152,F3
55023,PHIP
7739,ZNF185
8555,CDC14B
100128327,TRAPPC3L
3262,HPVC1
54059,YBEY
1340,COX6B1
1652,DDT
100037417,DDT
93343,MVB12A
148170,CDC42EP5
1828,DSG1
1238,ACKR2
51611,DPH5
25827,FBXL2
100129482,ZNF37BP
7569,ZNF182
219983,OR4D6
128488,WFDC12
252955,TTTY23
100101121,TTTY23
100506108,SIX3-AS1
51196,PLCE1
57711,ZNF529
55335,NIPSNAP3B
401251,SAPCD1
125919,ZNF543
643226,GRXCR2
102723605,LINC01445
57343,ZNF304
10423,CDIPT
79008,SLX1A
548593,SLX1A
101929864,SLX1A
85329,LGALS12
84916,CIRH1A
374864,CCDC178
5319,PLA2G1B
1657,DMXL1
11074,TRIM31
5155,PDGFB
149685,ADIG
373,TRIM23
101929090,
79930,DOK3
8525,DGKZ
54505,DHX29
54785,C17orf59
3628,INPP1
388969,C2orf68
134266,GRPEL2
653067,XAGE1A
653220,XAGE1A
1396,CRIP1
23729,SHPK
22828,SCAF8
79767,ELMO3
9581,PREPL
79954,NOL10
5232,PGK2
54438,GFOD1
414778,HCG17
79413,ZBED2
55769,ZNF83
8425,LTBP4
118430,MUCL1
56097,PCDHGC5
3119,HLA-DQB1
9702,CEP57
92747,BPIFB1
5153,PDE1B
90557,CCDC74A
23193,GANAB
3643,INSR
52,ACP1
83695,RHNO1
6903,TBCC
164592,CCDC116
1070,CETN3
6936,GCFC2
5768,QSOX1
5737,PTGFR
3552,IL1A
647121,EMBP1
146852,ODF4
55057,AIM1L
10101,NUBP2
56102,PCDHGB3
155051,CRYGN
123016,TTC8
448831,FRG2
286151,FBXO43
347148,QRFP
100506492,DSCAM-AS1
2830,GPR6
25963,TMEM87A
2187,FANCB
57820,CCNB1IP1
200081,TXLNA
83714,NRIP2
10189,ALYREF
58478,ENOPH1
2294,FOXF1
219447,OR5AS1
7922,SLC39A7
3802,KIR2DL1
102724684,
11270,NRM
100526830,SLX1A-SULT1A3
100526831,SLX1A-SULT1A3
64420,SUSD1
5364,PLXNB1
210,ALAD
100507607,NPIPB9
100506195,LARGE-AS1
118881,COMTD1
4644,MYO5A
79037,PVRIG
389852,SPACA5
134391,GPR151
122970,ACOT4
645922,S100A7L2
51204,TACO1
5324,PLAG1
153328,SLC25A48
255411,LINC00935
11248,NXPH3
55505,NOP10
440097,DBX2
729422,GAGE12C
729428,GAGE12C
100130373,
23506,GLTSCR1L
3209,HOXA13
148014,TTC9B
1491,CTH
9117,SEC22C
84850,GLIS3-AS1
26984,SEC22A
57221,KIAA1244
7594,ZNF43
346171,ZFP57
619383,SCARNA9
100158262,SCARNA9
1629,DBT
4634,MYL3
6311,ATXN2
101928769,
100505663,LINC01370
6698,SPRR1A
3115,HLA-DPB1
7112,TMPO
55425,GPALPP1
